text,user_nickname,user_unique_id,user_profile,video_id,video_url,black_campaign
Pke hanasui aja deh murah 🤗,Yuli listian,by.yulilis28,https://www.tiktok.com/@by.yulilis28,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6933013303108469761&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421697451268227858&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
hanasui langsung di borong cui. toko2 pada habis smua😭,Mammy jarum,peypeypn94,https://www.tiktok.com/@peypeypn94,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6979879347240174593&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421307516673786632&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
kalau sudah terlanjur kecewa gmn?? sulit bgtt,Toko merabu,tokomerabu,https://www.tiktok.com/@tokomerabu,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7113142922916824090&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421176459387110150&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
Gk panas… panasss… lagi yaaaaa….,JM Tumiwa,joyceajalah13,https://www.tiktok.com/@joyceajalah13,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6739106877340451841&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421764594879070982&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
pantesan cpt kaya raya,ADP,adp.hokya,https://www.tiktok.com/@adp.hokya,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7279020067881796614&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421872081564025605&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
berdagang lah dengan jujur dan sebaik baik. mungkin,fillea,fillea603,https://www.tiktok.com/@fillea603,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7404494487412163590&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421178415799485190&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
hanasui sampek pre order saking jd incaran,Like ficky,likeficky,https://www.tiktok.com/@likeficky,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6922256085176894469&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421805711065973510&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
semakin dia klarifikasi semakin takut untuk pakainya😭😭😭,😇😇putri 💖💖ratu,putriratu.www.com92,https://www.tiktok.com/@putriratu.www.com92,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6884580902262162433&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421712295222166278&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
"untungnya blm pernah beli, karena aku pikir terlalu mahal harganya. maunya yg ramah kantong aja",Desipurba20,desipurba20,https://www.tiktok.com/@desipurba20,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7400819046503990277&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421317270607135494&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
peluk jauh kak melvi,llzzz 🐚🐡,lzz12,https://www.tiktok.com/@lzz12,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6980905887067259906&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422232124055323398&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
korban davie*a mmuka jadi breakout 😌,Pikacu ❀,raffiikaaa,https://www.tiktok.com/@raffiikaaa,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6868796792336319489&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421893489875796741&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
ngga pernh oake krim daviena 😁,Yuli Lina,yuli.lina843,https://www.tiktok.com/@yuli.lina843,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7418197181464937489&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422812296022508294&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
udah lama beralih dari daviena ke skintific,Ayukk🦋,ayuputt_,https://www.tiktok.com/@ayuputt_,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6835795757174932481&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422091652397007621&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
semangat terus ya daviena jangan nyerah daviena harus semangat terus ya,Firdafitria,ffnda_12,https://www.tiktok.com/@ffnda_12,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7343028263957611525&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422191238167757573&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
qu pecinta Daviena nggak mau berpindah ke yg lain pingin banget jadi admin Daviena tapi belum cukup modal🥹🥹🥹🥹,💞chulin💞➡️👩‍❤️‍👨,akuntidakditemuknn,https://www.tiktok.com/@akuntidakditemuknn,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7205551813034001435&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422101423993783045&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"pakai daviena baru pertama kali , gatal2 wajah ku...langsung tak buang...",bunda nadia,yaniesulistiani,https://www.tiktok.com/@yaniesulistiani,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6779818531041182722&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422502384800711430&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
belum prnh beli produk daviena krna gak ke beli😢😢,Nida Emilia,user1900855100270,https://www.tiktok.com/@user1900855100270,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6864714001423696897&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421920244879147782&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
Bayyy daviena,Wina.Rst,wina_rst,https://www.tiktok.com/@wina_rst,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6866190355013633025&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421827998091805446&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
gue di bagi daviena baru beli sama temen gue.gue kaga mau akhir nya sama temen gue di buang😭,Nurlela,nurlela_25,https://www.tiktok.com/@nurlela_25,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6826730250131964933&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422134108355609350&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
pake daviena bikin gatal gatal banget😭,🆗,ernwith.i_,https://www.tiktok.com/@ernwith.i_,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=74453823040&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422210210113274630&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
Untung ga prnh pake daviena🙏,fitriiii,aniftryni,https://www.tiktok.com/@aniftryni,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7130986792761377818&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422180445812474630&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
alhamdulillah tidak pernah pake davina,puji aja,puji.aja21,https://www.tiktok.com/@puji.aja21,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7325643156783252485&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421618066079367942&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
memang sejak pemakaian awal GK ada efek sesuai diskripsi 🥺,Unggul,unggul428,https://www.tiktok.com/@unggul428,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7128646255718761473&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421487248141959942&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
"intinya dia takut gulung tikar makanya dia takut kehilangan semuanya, itu juga manusiawi kan 😌",seputih kapas,liya_8058,https://www.tiktok.com/@liya_8058,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6854466913612530690&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421432270664598277&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
gak ada yg nuduh brutal kak....kan doktif l sesuai hasil tes lab...harusnya respon positif dr awal...,Sarie Gallery,sari.herma,https://www.tiktok.com/@sari.herma,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6888655386917274630&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421774769982276357&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"sukses sllu doktif,,doa terbaik lah utk doktif 👍👍👍",Srimelati771,srimelati771,https://www.tiktok.com/@srimelati771,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7021905006379107355&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422113825866613510&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
mang eak🗿,𐙚˙⋆.˚ ᡣ𐭩,drakor_time0,https://www.tiktok.com/@drakor_time0,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6895548825886426114&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422130477693633285&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
minta maap karena udh kebongkar,Ucup Sembuh 📷,ucup_sembuh,https://www.tiktok.com/@ucup_sembuh,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7244487150674461701&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421461516479677189&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
untung aku ga pernah tertarik mau beli wkwkk🤣🤣🤣,dyllaa🍓,dellaaa.amelliaa,https://www.tiktok.com/@dellaaa.amelliaa,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7010840961572095003&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422100148833043205&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
trus yang terlanjur mukanya rusak gimana?,jwho,dem.igod,https://www.tiktok.com/@dem.igod,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6695097758367482881&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421228836593779461&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
minta maaf krn dah ketauan..😀😀,Herny Novianthi,herny.novianthi,https://www.tiktok.com/@herny.novianthi,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7053026320141845506&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421444242490819334&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
panas panas panas,idamanmu,mekaarsy22,https://www.tiktok.com/@mekaarsy22,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6795336622121681921&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421349289881846533&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
tim wardah,fitriyantijamil2,fitriyantijamil2,https://www.tiktok.com/@fitriyantijamil2,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7189565139190891546&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422812934504268549&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
Tim skintific😇,_eff_ii,efiasria94,https://www.tiktok.com/@efiasria94,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=209751430352535552&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421326080475300613&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
terima kasih doktip akhirnya kami masyarakat terbuka matanya,739253hsur,739253hsur,https://www.tiktok.com/@739253hsur,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7287563918389609478&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421323014967837445&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
kak mel...saya dr jambi kak saya dah beli 7x power of moonlight kak...tetap semangat ya kk,mellycarlos,mamamelly82,https://www.tiktok.com/@mamamelly82,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7248575822495253510&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421193827410035462&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
tkut kmbali kesetelan awal yaa😂😂😂,Daraayunda Farahdhib,daraayundafarahdhiba,https://www.tiktok.com/@daraayundafarahdhiba,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6888664299200316418&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421241057318830853&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
marketing y,gadisgalau,d.1.4.n.4.rcg,https://www.tiktok.com/@d.1.4.n.4.rcg,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7279054118482854917&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421135173796971270&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"kmrin heboh ktwa"", skrg baru gini😅",oiii,penghuni_bumiiiiiiii,https://www.tiktok.com/@penghuni_bumiiiiiiii,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6961627923058197510&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422098611665994501&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"maaf respond pas awal. ya karena sekarang bilang gitu karena mungkin penjualannya turun, banyak customer yang pada beralih",putri,fotocopyan.id,https://www.tiktok.com/@fotocopyan.id,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6960955276346278913&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421486421397226245&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
Untungnya Sudah Berapa X lipat yaa 🤭🤭🤭,KEYSA KUSUMA S,keysa_kusuma_s,https://www.tiktok.com/@keysa_kusuma_s,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7258331109329863686&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421641156226024197&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
Hmmmmmm terjun bebas mknya kn😂,mbak jaya,mbakjaya86,https://www.tiktok.com/@mbakjaya86,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6855111252965098497&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421334852198269704&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
kemarin tantrum,gandaria__,gandaria__,https://www.tiktok.com/@gandaria__,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6905249033716515842&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421475186538578693&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"sabar ya ka, semakin tinggi gunung semakin banyak cobaan nya ambil hikmah dari semua nya",اوبي الرحمن,obbi_r,https://www.tiktok.com/@obbi_r,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7067089205731001346&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422661706931897093&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
semngat trs ya bu ownerr smgaa mslhnya cpet selesai😊😇 jangan menyr setiap orng pasti juga punya maslh,popayyy,poppy.r.p,https://www.tiktok.com/@poppy.r.p,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7025023674894844929&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422152257032536837&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
preetttt,Irma Taryan,irmataryan,https://www.tiktok.com/@irmataryan,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6874817099517166593&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422212938073211654&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"gak percaya lgi,maf",mamoyMagani,mamamol11,https://www.tiktok.com/@mamamol11,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7076815942727238682&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421313455167292166&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
"kmrn"" mlh ngakak""",Rini Riaswati,riniriaswati,https://www.tiktok.com/@riniriaswati,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6834274176473646082&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422826752525107973&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"pke yg jlas2 ajh contoh y garnier, agnes",artikasary622,icacacamarica1,https://www.tiktok.com/@icacacamarica1,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7112736614850298881&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7461221141954134801&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
gimana kalau tidak ada doktip😳,Nani,nanisubandia,https://www.tiktok.com/@nanisubandia,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6874556196830692353&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421295702992798470&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"setiap massa ada orang nya
setiap orang ada massanya 🙏",siddiq,mhdfadillahsiddiq96,https://www.tiktok.com/@mhdfadillahsiddiq96,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7100165535158191106&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422516626459427590&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
sunscreen hanasui glowing banget di aku🥰,Hahuhoheng,siska6314,https://www.tiktok.com/@siska6314,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7140315586371027970&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422580127613289222&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
hanasui murah dan jujur,ganteng,ganteng4071,https://www.tiktok.com/@ganteng4071,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7421148589407814661&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422464833150747398&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
dari dlu pecinta Wardah,Linda Vallent,lindavallent,https://www.tiktok.com/@lindavallent,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7033018322602689542&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421452345093833514&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
"temen ku bening banget klo MLM pke daviena,tp klo siang kena PNS sbentar merah,aku disitu udah curiga,mahal ko tp kna PNS bikin merah",🌻🌻🌻,ndaastri1,https://www.tiktok.com/@ndaastri1,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7293778060632015878&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421750579074925318&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
pada beralih k HANASUI smg aj hrgnya g naik,shela haidar,syarifairawan_colletion,https://www.tiktok.com/@syarifairawan_colletion,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6815025422717355009&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422599849789063942&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
aku udah borong hanasui 😂 ramah di kantong TDK overclaim,Unik Aesthetic ✨,uniquethetic,https://www.tiktok.com/@uniquethetic,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=120910065645068289&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422185564676784902&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
tim bedak wardah dan lipstik hanasui,Renita sinurat,renita.sinurat8,https://www.tiktok.com/@renita.sinurat8,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7366907055133934598&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422914861293978373&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
panas panas panas panas,coffeelate,chocholatos268,https://www.tiktok.com/@chocholatos268,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7337914862939309061&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421182213925896965&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
untung saja ada doktif..Alhamdulillah akhir ny muncul dlm judul minta maaf..semoga sehat trs y mbk..semoga rejeki ny lncar trs,ernasabang841,ernasabang841,https://www.tiktok.com/@ernasabang841,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6940828769133495298&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421376019292308229&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
I am sorry good bye Skincare davina🙂‍↔️,@BundaZayn🎀,bundazayn2020,https://www.tiktok.com/@bundazayn2020,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6547617839149826049&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421187120410264326&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
"aku udah beli yg paket gold tp aku ga pake.. takut,, jadi sia2 aku beli😥",safa,user2038583495247,https://www.tiktok.com/@user2038583495247,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7244466561401914370&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421185394883248901&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
udh gak percaya lagi sih di akunyaa,ayutirttaa,ayubadak,https://www.tiktok.com/@ayubadak,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6793957797266277378&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421192378282017542&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
q ga pernah pake prodak ini,zarmye,zarmy23,https://www.tiktok.com/@zarmy23,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6814686126554186754&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422276728054579974&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,ya
"kakkkk,,, kmu kuatt bangett💗",tikaaaacaaa,tikaaaacaaaa_,https://www.tiktok.com/@tikaaaacaaaa_,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7253003283626869765&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422563348615463686&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
wahhh mau pindh juga ke hanasui kayaknya ni... nyari yg bagus dan ramah dikantong,Pusat Suplemen Ori,mbalutfi,https://www.tiktok.com/@mbalutfi,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7282999968112362502&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421305728709935877&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
tumben 😁😁😁,Aquarius_grl79,aquarius_grl79,https://www.tiktok.com/@aquarius_grl79,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6750122106166428673&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7422932032546292485&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
Betul telat ya dek ya,babyelsa,_babyelsa,https://www.tiktok.com/@_babyelsa,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=6994349863833306113&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421346249620800262&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
karna baru ketahuan aja,waniraj13,waniraj13,https://www.tiktok.com/@waniraj13,7.42E+18,https://t.tiktok.com/i18n/share/video/7421104723333483782/?_d=egdcac634gj3c0&comment_author_id=7400742793460859921&mid=7347272121294244614&preview_pb=0&region=ID&share_comment_id=7421177215313871621&share_item_id=7421104723333483782&sharer_language=en&source=h5_t&u_code=0,tidak
